phrase	phrase_ipa	oronym	oronym_ipa	distance
without requiring	wɪθaʊtɹikwaɪɹɪŋ	without + reeck + wiring	wɪθaʊtɹikwaɪɹɪŋ	0.0000
without requiring	wɪθaʊtɹikwaɪɹɪŋ	without + riecke + wiring	wɪθaʊtɹikwaɪɹɪŋ	0.0000
without requiring	wɪθaʊtɹikwaɪɹɪŋ	without + reek + wiring	wɪθaʊtɹikwaɪɹɪŋ	0.0000
them is morally	ðɛmɪzmɔɹəɫi	them + is + mor + allee	ðɛmɪzmɔɹəɫi	0.0000
them is morally	ðɛmɪzmɔɹəɫi	them + is + mora + lea	ðɛmɪzmɔɹəɫi	0.0000
them is morally	ðɛmɪzmɔɹəɫi	them + is + mora + lee	ðɛmɪzmɔɹəɫi	0.0000
them is morally	ðɛmɪzmɔɹəɫi	them + is + mora + leigh	ðɛmɪzmɔɹəɫi	0.0000
Westminster in they had	wɛstmɪnstɝɪnðeɪhæd	westminster + inn + they + had	wɛstmɪnstɝɪnðeɪhæd	0.0000
Westminster in they had	wɛstmɪnstɝɪnðeɪhæd	westminster + inn + they + hadd	wɛstmɪnstɝɪnðeɪhæd	0.0000
Westminster in they had	wɛstmɪnstɝɪnðeɪhæd	westminster + in + they + hadd	wɛstmɪnstɝɪnðeɪhæd	0.0000
to form the more	tufɔɹmðəmɔɹ	tew + form + the + mohr	tufɔɹmðəmɔɹ	0.0000
to form the more	tufɔɹmðəmɔɹ	tew + form + the + mor	tufɔɹmðəmɔɹ	0.0000
to form the more	tufɔɹmðəmɔɹ	tew + form + the + more	tufɔɹmðəmɔɹ	0.0000
to form the more	tufɔɹmðəmɔɹ	tew + form + the + morr	tufɔɹmðəmɔɹ	0.0000
to form the more	tufɔɹmðəmɔɹ	thuy + form + the + mohr	tufɔɹmðəmɔɹ	0.0000
of but after	əvbətæftɝ	of + butt + after	əvbətæftɝ	0.0000
Her work focuses on	hɝwɝkfoʊkɪsɪzɔn	her + werke + focuses + aune	hɝwɝkfoʊkɪsɪzɔn	0.0000
Her work focuses on	hɝwɝkfoʊkɪsɪzɔn	her + werke + focuses + on	hɝwɝkfoʊkɪsɪzɔn	0.0000
Her work focuses on	hɝwɝkfoʊkɪsɪzɔn	her + werk + focuses + aune	hɝwɝkfoʊkɪsɪzɔn	0.0000
Her work focuses on	hɝwɝkfoʊkɪsɪzɔn	her + werk + focuses + on	hɝwɝkfoʊkɪsɪzɔn	0.0000
the seat	ðəsit	thus + eat	ðəsit	0.0000
the seat	ðəsit	the + cease	ðəsis	0.0667
the seat	ðəsit	the + cece	ðəsis	0.0667
the seat	ðəsit	the + cede	ðəsid	0.0667
the two were	ðətuwɝ	the + tew + we're	ðətuwɝ	0.0000
the two were	ðətuwɝ	the + tew + were	ðətuwɝ	0.0000
the two were	ðətuwɝ	the + thuy + we're	ðətuwɝ	0.0000
the two were	ðətuwɝ	the + thuy + were	ðətuwɝ	0.0000
the two were	ðətuwɝ	the + to + we're	ðətuwɝ	0.0000
which was	hwɪtʃwɑz	which + waas	hwɪtʃwɑz	0.0000
which was	hwɪtʃwɑz	which + wah's	hwɪtʃwɑz	0.0000
which was	hwɪtʃwɑz	switch + waas	swɪtʃwɑz	0.0476
which was	hwɪtʃwɑz	switch + wah's	swɪtʃwɑz	0.0476
Father John Creagh According	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	father + jonn + creagh + according	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	0.0000
Father John Creagh According	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	father + jonn + kreig + according	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	0.0000
Father John Creagh According	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	father + john + kreig + according	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	0.0000
Father John Creagh According	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	father + john + krieg + according	fɑðɝdʒɑnkɹiɡəkɔɹdɪŋ	0.0000
fishery protection	fɪʃɝipɹətɛkʃən	fishery + production	fɪʃɝipɹədəkʃən	0.0714
fishery protection	fɪʃɝipɹətɛkʃən	fishery + projection	fɪʃɝipɹədʒɛkʃən	0.0714
time governing	taɪmɡəvɝnɪŋ	time + gov + earning	taɪmɡəvɝnɪŋ	0.0000
time governing	taɪmɡəvɝnɪŋ	time + gover + ning	taɪmɡəvɝnɪŋ	0.0000
time governing	taɪmɡəvɝnɪŋ	time + govern + ing	taɪmɡəvɝnɪŋ	0.0000
time governing	taɪmɡəvɝnɪŋ	time + govern + ng	taɪmɡəvɝnɪŋ	0.0000
in qualifying tournaments	ɪnkwɑɫəfaɪɪŋtɝnəmənts	in. + qualifying + tournaments	ɪnkwɑɫəfaɪɪŋtɝnəmənts	0.0000
in qualifying tournaments	ɪnkwɑɫəfaɪɪŋtɝnəmənts	in + qualifying + tenements	ɪnkwɑɫəfaɪɪŋtɛnəmənts	0.0429
being launched	biɪŋɫɔntʃt	bee + ng + launched	biɪŋɫɔntʃt	0.0000
being launched	biɪŋɫɔntʃt	b. + ing + launched	biɪŋɫɔntʃt	0.0000
being launched	biɪŋɫɔntʃt	b + ing + launched	biɪŋɫɔntʃt	0.0000
being launched	biɪŋɫɔntʃt	b + ng + launched	biɪŋɫɔntʃt	0.0000
on October but	ɔnɑktoʊbɝbət	on + october + butt	ɔnɑktoʊbɝbət	0.0000
on October but	ɔnɑktoʊbɝbət	aune + october + but	ɔnɑktoʊbɝbət	0.0000
on October but	ɔnɑktoʊbɝbət	aune + october + butt	ɔnɑktoʊbɝbət	0.0000
on October but	ɔnɑktoʊbɝbət	on + och + tober + but	ɔnɑktoʊbɝbət	0.0000
founded in and located	faʊndɪdɪnəndɫoʊkeɪtəd	founded + inn + and + located	faʊndɪdɪnəndɫoʊkeɪtəd	0.0000
founded in and located	faʊndɪdɪnəndɫoʊkeɪtəd	founded + inn + und + located	faʊndɪdɪnəndɫoʊkeɪtəd	0.0000
founded in and located	faʊndɪdɪnəndɫoʊkeɪtəd	founded + in. + and + located	faʊndɪdɪnəndɫoʊkeɪtəd	0.0000
founded in and located	faʊndɪdɪnəndɫoʊkeɪtəd	founded + in + und + located	faʊndɪdɪnəndɫoʊkeɪtəd	0.0000
pianist and they	piɑnəstəndðeɪ	pianist + und + they	piɑnəstəndðeɪ	0.0000
pianist and they	piɑnəstəndðeɪ	pea + honest + und + they	piɑnəstəndðeɪ	0.0000
pianist and they	piɑnəstəndðeɪ	pee + honest + and + they	piɑnəstəndðeɪ	0.0000
pianist and they	piɑnəstəndðeɪ	p. + honest + und + they	piɑnəstəndðeɪ	0.0000
Axel Winge and	æksəɫwɪndʒənd	axel + winge + und	æksəɫwɪndʒənd	0.0000
Axel Winge and	æksəɫwɪndʒənd	axe + ul + winge + and	æksəɫwɪndʒənd	0.0000
Axel Winge and	æksəɫwɪndʒənd	axe + ul + winge + und	æksəɫwɪndʒənd	0.0000
Axel Winge and	æksəɫwɪndʒənd	axel + winn + jundt	æksəɫwɪndʒənt	0.0278
in the international	ɪnðəɪntɝnæʃənəɫ	in + the + internatonal	ɪnðəɪntɝnæʃənəɫ	0.0000
in the international	ɪnðəɪntɝnæʃənəɫ	in. + the + international	ɪnðəɪntɝnæʃənəɫ	0.0000
in the international	ɪnðəɪntɝnæʃənəɫ	in. + the + internatonal	ɪnðəɪntɝnæʃənəɫ	0.0000
in the international	ɪnðəɪntɝnæʃənəɫ	inn + the + international	ɪnðəɪntɝnæʃənəɫ	0.0000
by the king	baɪðəkɪŋ	bi + the + king	baɪðəkɪŋ	0.0000
by the king	baɪðəkɪŋ	bi + the + qing	baɪðəkɪŋ	0.0000
by the king	baɪðəkɪŋ	buy + the + king	baɪðəkɪŋ	0.0000
by the king	baɪðəkɪŋ	buy + the + qing	baɪðəkɪŋ	0.0000
by the king	baɪðəkɪŋ	bye + the + king	baɪðəkɪŋ	0.0000
in in both	ɪnɪnboʊθ	in. + in. + both	ɪnɪnboʊθ	0.0000
in in both	ɪnɪnboʊθ	inn + in + both	ɪnɪnboʊθ	0.0000
in in both	ɪnɪnboʊθ	in. + in + both	ɪnɪnboʊθ	0.0000
in in both	ɪnɪnboʊθ	in + inn + both	ɪnɪnboʊθ	0.0000
until the	əntɪɫðə	'n + til + the	əntɪɫðə	0.0000
until the	əntɪɫðə	'n + till + the	əntɪɫðə	0.0000
until the	əntɪɫðə	'n + 'til + the	əntɪɫðə	0.0000
until the	əntɪɫðə	unseal + the	ənsiɫðə	0.0833
and Colleges Selection	əndkɑɫɪdʒɪzsəɫɛkʃən	and + colleges' + selection	əndkɑɫɪdʒɪzsəɫɛkʃən	0.0000
and Colleges Selection	əndkɑɫɪdʒɪzsəɫɛkʃən	and + college's + selection	əndkɑɫɪdʒɪzsəɫɛkʃən	0.0000
and Colleges Selection	əndkɑɫɪdʒɪzsəɫɛkʃən	and + colledge + is + selection	əndkɑɫɪdʒɪzsəɫɛkʃən	0.0000
and Colleges Selection	əndkɑɫɪdʒɪzsəɫɛkʃən	and + college + is + selection	əndkɑɫɪdʒɪzsəɫɛkʃən	0.0000
Europe and painted some	jʊɹəpəndpeɪntɪdsəm	europe + and + painted + sum	jʊɹəpəndpeɪntɪdsəm	0.0000
Europe and painted some	jʊɹəpəndpeɪntɪdsəm	europe + and + painted + hum	jʊɹəpəndpeɪntɪdhəm	0.0185
Europe and painted some	jʊɹəpəndpeɪntɪdsəm	europe + and + painted + humm	jʊɹəpəndpeɪntɪdhəm	0.0185
Europe and painted some	jʊɹəpəndpeɪntɪdsəm	europe + and + painted + schum	jʊɹəpəndpeɪntɪdʃəm	0.0185
the melody in minor	ðəmɛɫədiɪnmaɪnɝ	the + melody + inn + meiner	ðəmɛɫədiɪnmaɪnɝ	0.0000
the melody in minor	ðəmɛɫədiɪnmaɪnɝ	the + melody + inn + minar	ðəmɛɫədiɪnmaɪnɝ	0.0000
the melody in minor	ðəmɛɫədiɪnmaɪnɝ	the + melody + inn + mineer	ðəmɛɫədiɪnmaɪnɝ	0.0000
the melody in minor	ðəmɛɫədiɪnmaɪnɝ	the + melody + inn + miner	ðəmɛɫədiɪnmaɪnɝ	0.0000
the melody in minor	ðəmɛɫədiɪnmaɪnɝ	the + melody + inn + minor	ðəmɛɫədiɪnmaɪnɝ	0.0000
was formed	wɑzfɔɹmd	wah's + formed	wɑzfɔɹmd	0.0000
was formed	wɑzfɔɹmd	waas + formed	wɑzfɔɹmd	0.0000
was formed	wɑzfɔɹmd	was + form's	wɑzfɔɹmz	0.0417
was formed	wɑzfɔɹmd	was + forbes	wɑzfɔɹbz	0.0833
television network	tɛɫəvɪʒənnɛtwɝk	television + nett + werk	tɛɫəvɪʒənnɛtwɝk	0.0000
television network	tɛɫəvɪʒənnɛtwɝk	television + nett + werke	tɛɫəvɪʒənnɛtwɝk	0.0000
television network	tɛɫəvɪʒənnɛtwɝk	television + nett + work	tɛɫəvɪʒənnɛtwɝk	0.0000
television network	tɛɫəvɪʒənnɛtwɝk	television + net + werk	tɛɫəvɪʒənnɛtwɝk	0.0000
the time was	ðətaɪmwɑz	the + time + waas	ðətaɪmwɑz	0.0000
the time was	ðətaɪmwɑz	the + time + wah's	ðətaɪmwɑz	0.0000
the time was	ðətaɪmwɑz	the + thai + mroz	ðətaɪmɹɑz	0.0625
the time was	ðətaɪmwɑz	the + tie + mroz	ðətaɪmɹɑz	0.0625
in the through	ɪnðəθɹu	in + the + threw	ɪnðəθɹu	0.0000
in the through	ɪnðəθɹu	in + the + thru	ɪnðəθɹu	0.0000
in the through	ɪnðəθɹu	in. + the + threw	ɪnðəθɹu	0.0000
in the through	ɪnðəθɹu	in. + the + through	ɪnðəθɹu	0.0000
see was	siwɑz	c + waas	siwɑz	0.0000
see was	siwɑz	c + wah's	siwɑz	0.0000
see was	siwɑz	c + was	siwɑz	0.0000
see was	siwɑz	c. + waas	siwɑz	0.0000
see was	siwɑz	c. + wah's	siwɑz	0.0000
in stands of red	ɪnstændzəvɹɛd	inn + stands + of + reade	ɪnstændzəvɹɛd	0.0000
in stands of red	ɪnstændzəvɹɛd	inn + stands + of + red	ɪnstændzəvɹɛd	0.0000
in stands of red	ɪnstændzəvɹɛd	inn + stands + of + redd	ɪnstændzəvɹɛd	0.0000
in stands of red	ɪnstændzəvɹɛd	in + stands + of + reade	ɪnstændzəvɹɛd	0.0000
dizziness While working	dɪzinəswaɪɫwɝkɪŋ	dizziness + wile + werking	dɪzinəswaɪɫwɝkɪŋ	0.0000
dizziness While working	dɪzinəswaɪɫwɝkɪŋ	dizziness + wile + working	dɪzinəswaɪɫwɝkɪŋ	0.0000
dizziness While working	dɪzinəswaɪɫwɝkɪŋ	dizziness + weill + werking	dɪzinəswaɪɫwɝkɪŋ	0.0000
dizziness While working	dɪzinəswaɪɫwɝkɪŋ	dizziness + weill + working	dɪzinəswaɪɫwɝkɪŋ	0.0000
dizziness While working	dɪzinəswaɪɫwɝkɪŋ	dizziness + wyle + werking	dɪzinəswaɪɫwɝkɪŋ	0.0000
played as fullback through	pɫeɪdæzfʊɫbækθɹu	played + as + fullback + threw	pɫeɪdæzfʊɫbækθɹu	0.0000
played as fullback through	pɫeɪdæzfʊɫbækθɹu	played + as + fullback + thru	pɫeɪdæzfʊɫbækθɹu	0.0000
that can be	ðætkænbi	that + canby	ðætkænbi	0.0000
that can be	ðætkænbi	that + cahn + b	ðætkænbi	0.0000
that can be	ðætkænbi	that + cahn + b.	ðætkænbi	0.0000
that can be	ðætkænbi	that + cahn + be	ðætkænbi	0.0000
that can be	ðætkænbi	that + cahn + bea	ðætkænbi	0.0000
as the artificial synthesis	æzðəɑɹtəfɪʃəɫsɪnθəsəs	as + the + artificial + syntheses	æzðəɑɹtəfɪʃəɫsɪnθəsis	0.0397
brother Mike known as	bɹəðɝmaɪknoʊnæz	brother + mike + nau + gnann	bɹəðɝmaɪknoʊnæn	0.0238
brother Mike known as	bɹəðɝmaɪknoʊnæz	brother + mike + nau + knarr	bɹəðɝmaɪknoʊnæɹ	0.0238
brother Mike known as	bɹəðɝmaɪknoʊnæz	brother + mike + nau + nad	bɹəðɝmaɪknoʊnæd	0.0238
brother Mike known as	bɹəðɝmaɪknoʊnæz	brother + mike + nau + nass	bɹəðɝmaɪknoʊnæs	0.0238
seven acre	sɛvəneɪkɝ	seven + achor	sɛvəneɪkɝ	0.0000
seven acre	sɛvəneɪkɝ	seven + aker	sɛvəneɪkɝ	0.0000
seven acre	sɛvəneɪkɝ	seven + a + cur	sɛvəneɪkɝ	0.0000
seven acre	sɛvəneɪkɝ	seven + a + ker	sɛvəneɪkɝ	0.0000
Lewis House	ɫuɪshaʊs	lewis + haus	ɫuɪshaʊs	0.0000
Lewis House	ɫuɪshaʊs	lewis + hause	ɫuɪshaʊs	0.0000
Lewis House	ɫuɪshaʊs	lewis + hauss	ɫuɪshaʊs	0.0000
Lewis House	ɫuɪshaʊs	lewis' + haus	ɫuɪshaʊs	0.0000
counter terror operations apprehension	kaʊntɝtɛɹɝɑpɝeɪʃənzæpɹɪhɛnʃən	counter + terror + operations' + apprehension	kaʊntɝtɛɹɝɑpɝeɪʃənzæpɹɪhɛnʃən	0.0000
counter terror operations apprehension	kaʊntɝtɛɹɝɑpɝeɪʃənzæpɹɪhɛnʃən	counter + terror + operation's + apprehension	kaʊntɝtɛɹɝɑpɝeɪʃənzæpɹɪhɛnʃən	0.0000
counter terror operations apprehension	kaʊntɝtɛɹɝɑpɝeɪʃənzæpɹɪhɛnʃən	countertenor + operations + apprehension	kaʊntɝtɛnɝɑpɝeɪʃənzæpɹɪhɛnʃən	0.0119
counter terror operations apprehension	kaʊntɝtɛɹɝɑpɝeɪʃənzæpɹɪhɛnʃən	countertenor + operation's + apprehension	kaʊntɝtɛnɝɑpɝeɪʃənzæpɹɪhɛnʃən	0.0119
from capacity	fɹəmkəpæsɪti	frum + capacity	fɹəmkəpæsɪti	0.0000
from capacity	fɹəmkəpæsɪti	from + cupp + ass + itty	fɹəmkəpæsɪti	0.0000
from capacity	fɹəmkəpæsɪti	from + cup + ass + itty	fɹəmkəpæsɪti	0.0000
from capacity	fɹəmkəpæsɪti	frum + cup + ass + itty	fɹəmkəpæsɪti	0.0000
positive bacteria	pɑzətɪvbæktɪɹiə	positive + backe + teer + ia	pɑzətɪvbæktɪɹiə	0.0000
positive bacteria	pɑzətɪvbæktɪɹiə	positive + bakke + teer + ia	pɑzətɪvbæktɪɹiə	0.0000
positive bacteria	pɑzətɪvbæktɪɹiə	positive + bak + teer + ia	pɑzətɪvbæktɪɹiə	0.0000
positive bacteria	pɑzətɪvbæktɪɹiə	positive + backed + ear + ia	pɑzətɪvbæktɪɹiə	0.0000
complex located in	kəmpɫɛksɫoʊkeɪtədɪn	complex + locate + adin	kəmpɫɛksɫoʊkeɪtədɪn	0.0000
complex located in	kəmpɫɛksɫoʊkeɪtədɪn	complex + locate + uddin	kəmpɫɛksɫoʊkeɪtədɪn	0.0000
complex located in	kəmpɫɛksɫoʊkeɪtədɪn	complex + located + in.	kəmpɫɛksɫoʊkeɪtədɪn	0.0000
complex located in	kəmpɫɛksɫoʊkeɪtədɪn	complex + located + inn	kəmpɫɛksɫoʊkeɪtədɪn	0.0000
appearances at	əpɪɹənsəzæt	apparel + sadat	əpæɹəɫsədæt	0.1121
dangerous pseudoscience	deɪndʒɝəssudoʊsaɪəns	danger + us + pseudoscience	deɪndʒɝəssudoʊsaɪəns	0.0000
dangerous pseudoscience	deɪndʒɝəssudoʊsaɪəns	dangerous + pseudo + science	deɪndʒɝəssudoʊsaɪəns	0.0000
dangerous pseudoscience	deɪndʒɝəssudoʊsaɪəns	danger + us + pseudo + science	deɪndʒɝəssudoʊsaɪəns	0.0000
dangerous pseudoscience	deɪndʒɝəssudoʊsaɪəns	dangerous + siew + doe + science	deɪndʒɝəssudoʊsaɪəns	0.0000
show is	ʃoʊɪz	chau + is	ʃoʊɪz	0.0000
show is	ʃoʊɪz	schau + is	ʃoʊɪz	0.0000
show is	ʃoʊɪz	chau + e's	ʃoʊiz	0.0500
show is	ʃoʊɪz	chau + e.'s	ʃoʊiz	0.0500
in regional areas of	ɪnɹidʒənəɫɛɹiəzəv	in + regional + area's + of	ɪnɹidʒənəɫɛɹiəzəv	0.0000
in regional areas of	ɪnɹidʒənəɫɛɹiəzəv	in + regional + area + zurve	ɪnɹidʒənəɫɛɹiəzɝv	0.0250
The public	ðəpəbɫɪk	the + pub + lick	ðəpəbɫɪk	0.0000
The public	ðəpəbɫɪk	the + boblitt	ðəbəbɫɪt	0.0833
and casting	əndkæstɪŋ	und + casting	əndkæstɪŋ	0.0000
and casting	əndkæstɪŋ	and + cas + ting	əndkæstɪŋ	0.0000
and casting	əndkæstɪŋ	and + caste + ing	əndkæstɪŋ	0.0000
and casting	əndkæstɪŋ	and + caste + ng	əndkæstɪŋ	0.0000
population is It is	pɑpjəɫeɪʃənɪzɪtɪz	population + izzy + 'tis	pɑpjəɫeɪʃənɪzitɪz	0.0147
population is It is	pɑpjəɫeɪʃənɪzɪtɪz	population + izzy + tis	pɑpjəɫeɪʃənɪzitɪz	0.0147
population is It is	pɑpjəɫeɪʃənɪzɪtɪz	population + izzi + 'tis	pɑpjəɫeɪʃənɪzitɪz	0.0147
population is It is	pɑpjəɫeɪʃənɪzɪtɪz	population + izzi + tis	pɑpjəɫeɪʃənɪzitɪz	0.0147
two geographical sections caused	tudʒiəɡɹæfɪkəɫsɛkʃənzkɑzd	tew + geographical + section's + caused	tudʒiəɡɹæfɪkəɫsɛkʃənzkɑzd	0.0000
two geographical sections caused	tudʒiəɡɹæfɪkəɫsɛkʃənzkɑzd	tew + geographical + sections + caused	tudʒiəɡɹæfɪkəɫsɛkʃənzkɑzd	0.0000
two geographical sections caused	tudʒiəɡɹæfɪkəɫsɛkʃənzkɑzd	tew + geographical + section's + card	tudʒiəɡɹæfɪkəɫsɛkʃənzkɑɹd	0.0139
two geographical sections caused	tudʒiəɡɹæfɪkəɫsɛkʃənzkɑzd	tew + geographical + section + scarred	tudʒiəɡɹæfɪkəɫsɛkʃənskɑɹd	0.0278
university offers bachelor master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	university + offer's + batcheller + master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	0.0000
university offers bachelor master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	university + offer's + batchelor + master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	0.0000
university offers bachelor master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	university + offer's + bachelor + master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	0.0000
university offers bachelor master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	university + offer's + batcheller + masker	junəvɝsətiɔfɝzbætʃəɫɝmæskɝ	0.0133
university offers bachelor master	junəvɝsətiɔfɝzbætʃəɫɝmæstɝ	university + offer's + batcheller + manter	junəvɝsətiɔfɝzbætʃəɫɝmæntɝ	0.0267
band Sly Withers	bændsɫaɪwɪðɝz	banned + slye + withers	bændsɫaɪwɪðɝz	0.0000
band Sly Withers	bændsɫaɪwɪðɝz	banned + sly + withers	bændsɫaɪwɪðɝz	0.0000
band Sly Withers	bændsɫaɪwɪðɝz	band + slye + withers	bændsɫaɪwɪðɝz	0.0000
band Sly Withers	bændsɫaɪwɪðɝz	banned + sligh + withers	bændsɫaɪwɪðɝz	0.0000
in major Op	ɪnmeɪdʒɝɑp	in + major + opp	ɪnmeɪdʒɝɑp	0.0000
in major Op	ɪnmeɪdʒɝɑp	in + majer + op	ɪnmeɪdʒɝɑp	0.0000
in major Op	ɪnmeɪdʒɝɑp	in + majer + opp	ɪnmeɪdʒɝɑp	0.0000
in major Op	ɪnmeɪdʒɝɑp	in. + majer + op	ɪnmeɪdʒɝɑp	0.0000
Teacher Jelinek novel	titʃɝdʒɛɫɪnɛknɑvəɫ	teacher + jelinek + nobile	titʃɝdʒɛɫɪnɛknɑbəɫ	0.0312
Teacher Jelinek novel	titʃɝdʒɛɫɪnɛknɑvəɫ	teacher + jelinek + nouvel	titʃɝdʒɛɫɪnɛknuvəɫ	0.0375
Teacher Jelinek novel	titʃɝdʒɛɫɪnɛknɑvəɫ	teacher + jelinek + navas	titʃɝdʒɛɫɪnɛknɑvəs	0.0469
is Canadian actor	ɪzkəneɪdiənæktɝ	is + canadian + akhtar	ɪzkəneɪdiənæktɝ	0.0000
of kilometers	əvkəɫɑmətɝz	of + cul + aamodt + ers	əvkəɫɑmətɝz	0.0000
of kilometers	əvkəɫɑmətɝz	of + cull + aamodt + ers	əvkəɫɑmətɝz	0.0000
of kilometers	əvkəɫɑmətɝz	of + kuhl + aamodt + ers	əvkəɫɑmətɝz	0.0000
of kilometers	əvkəɫɑmətɝz	of + kull + aamodt + ers	əvkəɫɑmətɝz	0.0000
private organization hosted	pɹaɪvətɔɹɡənəzeɪʃənhoʊstɪd	private + organization + ho + stidd	pɹaɪvətɔɹɡənəzeɪʃənhoʊstɪd	0.0000
private organization hosted	pɹaɪvətɔɹɡənəzeɪʃənhoʊstɪd	private + organization + hoe + stidd	pɹaɪvətɔɹɡənəzeɪʃənhoʊstɪd	0.0000
private organization hosted	pɹaɪvətɔɹɡənəzeɪʃənhoʊstɪd	private + organization + hoh + stidd	pɹaɪvətɔɹɡənəzeɪʃənhoʊstɪd	0.0000
private organization hosted	pɹaɪvətɔɹɡənəzeɪʃənhoʊstɪd	private + organization + coasted	pɹaɪvətɔɹɡənəzeɪʃənkoʊstɪd	0.0267
meters under	mitɝzəndɝ	metres + under	mitɝzəndɝ	0.0000
meters under	mitɝzəndɝ	meat + ers + under	mitɝzəndɝ	0.0000
meters under	mitɝzəndɝ	metres + 'n + der	mitɝzəndɝ	0.0000
meters under	mitɝzəndɝ	metres + 'n + dirr	mitɝzəndɝ	0.0000
the Great	ðəɡɹeɪt	the + grate	ðəɡɹeɪt	0.0000
the Great	ðəɡɹeɪt	the + crate	ðəkɹeɪt	0.0476
the Great	ðəɡɹeɪt	the + grace	ðəɡɹeɪs	0.0476
the Great	ðəɡɹeɪt	the + grade	ðəɡɹeɪd	0.0476
languages with portion	ɫæŋɡwədʒəzwɪθpɔɹʃən	languages + withe + portion	ɫæŋɡwədʒəzwɪθpɔɹʃən	0.0000
languages with portion	ɫæŋɡwədʒəzwɪθpɔɹʃən	languages + withe + pore + shun	ɫæŋɡwədʒəzwɪθpɔɹʃən	0.0000
languages with portion	ɫæŋɡwədʒəzwɪθpɔɹʃən	languages + withe + porr + shun	ɫæŋɡwədʒəzwɪθpɔɹʃən	0.0000
languages with portion	ɫæŋɡwədʒəzwɪθpɔɹʃən	languages + withe + pour + shun	ɫæŋɡwədʒəzwɪθpɔɹʃən	0.0000
Reserve consists of	ɹizɝvkənsɪstsəv	rees + oeuvre + consists + of	ɹizɝvkənsɪstsəv	0.0000
Reserve consists of	ɹizɝvkənsɪstsəv	reserve + kun + cysts + of	ɹizɝvkənsɪstsəv	0.0000
Reserve consists of	ɹizɝvkənsɪstsəv	reserve + consist + shove	ɹizɝvkənsɪstʃəv	0.0222
Reserve consists of	ɹizɝvkənsɪstsəv	reserve + consist + serv	ɹizɝvkənsɪstsɝv	0.0267
Queensland It is	kwinzɫændɪtɪz	queen's + lande + it + is	kwinzɫændɪtɪz	0.0000
Queensland It is	kwinzɫændɪtɪz	queens + lande + it + is	kwinzɫændɪtɪz	0.0000
Queensland It is	kwinzɫændɪtɪz	queen's + land + it + is	kwinzɫændɪtɪz	0.0000
Queensland It is	kwinzɫændɪtɪz	queens + land + it + is	kwinzɫændɪtɪz	0.0000
Queensland It is	kwinzɫændɪtɪz	queen's + lan + ditties	kwinzɫændɪtiz	0.0192
Supreme Court from	səpɹimkɔɹtfɹəm	supreme + cort + from	səpɹimkɔɹtfɹəm	0.0000
Supreme Court from	səpɹimkɔɹtfɹəm	supreme + cort + frum	səpɹimkɔɹtfɹəm	0.0000
Supreme Court from	səpɹimkɔɹtfɹəm	supreme + corte + from	səpɹimkɔɹtfɹəm	0.0000
Supreme Court from	səpɹimkɔɹtfɹəm	supreme + corte + frum	səpɹimkɔɹtfɹəm	0.0000
Tonight which prompted an	tənaɪthwɪtʃpɹɑmptɪdæn	tonight + which + prompted + ahn	tənaɪthwɪtʃpɹɑmptɪdæn	0.0000
Tonight which prompted an	tənaɪthwɪtʃpɹɑmptɪdæn	tonight + which + prompted + ane	tənaɪthwɪtʃpɹɑmptɪdæn	0.0000
Tonight which prompted an	tənaɪthwɪtʃpɹɑmptɪdæn	tonight + which + prompted + ann	tənaɪthwɪtʃpɹɑmptɪdæn	0.0000
Tonight which prompted an	tənaɪthwɪtʃpɹɑmptɪdæn	tonight + which + prompted + anne	tənaɪthwɪtʃpɹɑmptɪdæn	0.0000
from August	fɹəmɑɡəst	frum + august	fɹəmɑɡəst	0.0000
from August	fɹəmɑɡəst	for + modest	fɹɝmɑdəst	0.0815
Year Previously	jɪɹpɹiviəsɫi	year + previous + lea	jɪɹpɹiviəsɫi	0.0000
Year Previously	jɪɹpɹiviəsɫi	year + previous + lee	jɪɹpɹiviəsɫi	0.0000
Year Previously	jɪɹpɹiviəsɫi	year + previous + leigh	jɪɹpɹiviəsɫi	0.0000
Year Previously	jɪɹpɹiviəsɫi	year + previous + li	jɪɹpɹiviəsɫi	0.0000
born Adolfo Ovalle	bɔɹnədɑɫfoʊɑveɪɫ	bourn + adolfo + ovalle	bɔɹnədɑɫfoʊɑveɪɫ	0.0000
born Adolfo Ovalle	bɔɹnədɑɫfoʊɑveɪɫ	borne + adolfo + ovalle	bɔɹnədɑɫfoʊɑveɪɫ	0.0000
